내용,판단 결과,추천수
"대한민국의 누나 ,여동생, 딸입니다 범죄자가 밖에 나가면 죽여버리겠다고 말 한 다는데~ 이 나라에서 범죄자가 피해자에게 교도서에서 약을 올리고 협박을 할 수 있는 이 참담한 현실을 피해자와 국민이 받아 들여야 하나요? 재판부는 국민의 본보기로 반드시 사형을 판결해 주시기를 간곡히 부탁 드립니다 국민이 간절히 원하는데 상고하여 주세요",0,94
점프로 체중을 실어 밟는 두 번째 동작 봐라. 저런 동작은 그야말로 죽이겠다는 것이다. 살인미수는 당연한 것이고 재범 가능성이 매우 높은만큼 무기징역이 답이다.,0,3
검사를 검새라고 하지는 않지만 경찰을 짭새라 하고 판사를 판새라고 하는 이유는 다 있는거임~,0,2
다들 제발 판사 욕하지 말고 국회의원들한테 얘기합시다. 살인 최소형량을 30년 부터 시작하게 법을 바꿔달라고요.,0,2
이제부터라도 재판부는 가해자와 피해자의 입장을 제대로 알고 판결에 임해시길 바랍니다.가해자가 반성문을 쓰고 사죄하는 그 상대는 판사가 아닌 피해자나 그 유족들이죠.그러니 판사가 감형을 결정하는게 큰 모순.즉 판사는 피해자의 사건 전 후의 삶에 크나큰 변화를 살피시면.결코 8년을 감형시키진 못하겟죠.,0,0
사법부도 선거로 뽑아야 한다. 판결 제대로 안한 판사는 다음 선거에서 퇴출,0,1
이넘은 진짜 사형이켜야한다 반성문 썼다고 8년을 감형하다니 어이가없네 씩씩하게 사건해결하고 계신 피해자분 힘내십시요 좋은 결과 나오길 바랍니다!,1,1
앞으로 무능력한 법원판결대신 국민들이 나서서 법판결을 하는게 더 올바른판결이 나올듯하네 피해자들도 덜 억을할테니 앞으로 법이 그렇게 바껐음,0,0
조건없는 무기징역을 주던지?? 아님 사형으로 끝냅시다 저런인간 나오면 또 똑같은 일 벌어집니다,0,2
감형없는 무기징역 꼭 부탁합니다. 판사님 꼭 부탁합니다.,1,0
판사님들 부모심정으로 제발부탁드리옵니다 피해자를지켸주십시요,1,1
무기징역 해주세요. 피해자 끝까지 보호 해져야합니다.,0,259
판검사들이 범죄를 장려하는 ... 짝짝 짝 짝짝! 대한민국!,0,4
"누가 봐도 살해 의도라기 보다는 단순 폭행으로 보이는데, 언론에 대대적으로 보도되어 국민들의 분노를 자아낸 사건의 범인이라고 해서 양형이 더 가옥해진다면, 정당한 법의 판단이라고 볼 수 있을까? 여론에 상관없이 정해진 형량만 부과해야 하며, 이런 사건은 특히나 더 엄격한 팩트에 근거해서 판단해야 한다.",1,0
그냥 무기징역때려서 평생 못나오게해라 쫌,0,2
12년 후에 나오셔서..... 판사 딸네미 돌려차기좀 해주세요.....,0,7
18범인데 cctv에 저렇게 찍혔는데 감형이된다고??? 대단하다 우리나라ㅋㅋㅋ,0,29
격투기 선수 크로갑 발차이 똑같이 맞고 무기 징역 재범이 큽니다,1,29
이거 그냥 대충 지나가면 다 돌려차기하고 다닐건데 판사도 돌려차기 맞을듯,0,0
저런넘은 무기징역 때려서 평생 후회하게 감방에 썩어야해,0,1
감형 대단하네 우리법 ㅋㅋㅋ,1,23
더큰범죄와 또다른피해자를막기위해서가석방없는 무기징역 줘야한다고생각합니다~~,0,0
우리나라법자체는 대륙법에 근거하여 법집행을하기때문에 그요지는 피의자의 갱생이 목적이므로 법형량이 짧습니다.,0,0
판사는 무조건 중립을 유지하셔야 합니다. 판사분 심란하게 판사님께 부담주는 댓글은 자제해주세요.,1,1
이건 살인의도가 분명한 살인미수 사건이므로 형량을 더높여야 한다!!!,0,1
항소심은 제발 판새가 아닌 판사님이 악마넘에게 걸맞는 형을 선고 해주시길,1,0
다시는 세상에 나오지 못하도록 무기징역해라. 힘 없는 사람 살겠나? 항소심 형량이 줄어든거 정말 이해 할 수 없다.,0,0
저런 놈을 12년 뒤에 출소해서 다른 사람을 또 해치겠끔 선처하는 판사놈은 파면시켜야 한다 요즘 판사놈들 제정신 아니야,0,59
법 좀 개정해서 최소 감형없는 24년 징역은 해줘야한다. 법이 선량한 시민을 지키기에는 너무 약하다,0,0
무기징역~~사형 둘중 하나라도 되길 법엄한 처벌 해주시길,0,0
제발 엄중처벌해라 전과가 그리만은데 인간안되는 세끼다 피해자 맘이라도 편하게 무기징역때려줘~,0,0
판사야 저런 놈을 사회로 내보낸다는게 정상이냐? 만약 본인 자녀가 저렇게 당해도 그렇게 판결 내릴거야? 이제 대한 민국 살아가려면 우째야 되냐 살기 힘들고 무섭다,0,0
12년..장난하냐?피해자가 식물인간 됐어도 12년이냐?판검사 니 자식이 저렇게 당해도 12년 때릴래?당장 사형으로 때려.이 자식들아..,0,22
판사들아 제발 정신좀차리고 판결하자,0,0
무기징역가자 제발 사회에 나오지마 제발,0,1
"우리나라의 허술한 법을 다 뜯어고치자 제발! 외국처럼 몇백년 때려도 시원찮을 판에 술먹었다 봐주고 반성문 한장 쓰면 봐주고..정상인 치고 실수로 저딴짓 안저질러요. 남 다치게 하기전에 정상인은 오히려 자기 자신을 힘들게 하지..아무데나 화풀이 안한다구요. 비정상인들 보호하는 법 버리고, 죄질에 맞게 최소형량을 높혀주세요.",0,1
징역 12년 판결 낸 재판관은 전세계에 알려야됨... 상식적으로 봐도 말이 되는 판결이라고 생각하는 건가,0,2
감형 없는 무기징역 정도는 받아야 하는 거 아닙니까? 잔혹하고 무자비하고 몰인간적인 범죄에 대한 단호한 판결이 있을 때 중범죄에 대한 경각심이 생기지 않을까요?,0,1
제발 사회로부터 영원히 격리시켜 주세요 판사 가족이라고 생각해봐 형을 고따구로 내릴수있는지,0,0
저런건 계획적 친분있는 사람 살인보다 무서운거 아닌가?! 법을 개정해야함.저렇게까지 무차별적이고 명백하게 증거가 보이는 죄는 무기징역 때릴수있도록.,0,1
피해자가 왜 불안에 떨어야 함? 12년 금방 지나 감...제발 피해자가 안심 할수 있는 형량을 내려 주길...,0,1
30초반에 전과 18범... 이런걸 사회에 내놓은 판사들이 공범이다 범인은 구치소에서 나가면 죽이겠다고 하면서 반성문 써냈다고 20년 구형에서 12년으로 8년 감형선고한 판사도 미친 것 같고 대담하게 범행하는 것 보면 걸리지 않은 다른 범죄도 많을 것 같다... 영원히 사회에서 격리시켜야 한다.,0,0
사형제 부활시키지 않으면 또 떵떵거리며 살꺼라서 법원도 자신이 내린 판결에 책임을 져야된다,0,0
저 쓰레기 또 사회에 풀어주면 또 다른 돌려차기 희생자가 나온다...판사야 니네 가족이 될수도있고 저런건 풀어주면 안돼,0,0
판사놈들 자기가 안당하면 피해자 감수성 오지지 피해자 한테 사과안하고 판사한테 사과해야 감형인게 유머지,0,18
"진짜 이런 묻지마 범죄 거기다 더이상 주취,심신미약이 감형 사유가 될수 없다는 판례를 좀 남겨주십시요. 애초에 저런 전과자를 계속 사회에 내보내서 살게한 재판부 잘못도 크다고 봅니다. 제발 피해자분이 두려움과 고통을 이겨내는데 보템이 되도록 무기징역 판결이 내려지길 간절히 바랍니다.",0,4
저건 최소 무기징역을 때려야 함…. 사형시켜도 될 놈임… 진짜 죄질이 나쁨.,0,0
당연히 신상공개 해야 하는거 아닌가? 그리고 돌아다니지 못하게 무기징역 시키고!,0,2
판사 잘못이 아니라 법이 너무 약하다 시대가 많이 변했는데 아직도 법은 몇십 년 전이다~ 판사가 마음대로 강하게 할 수 있는 것도 아니고 판례 근거해 하는 건데 한번에 싹 변하지 못하더라도 입법부부터 해서 사법부까지 조금씩 엄격하게 변해야지,0,4
판사야 니딸이 저렇게 당하면 어쩔꺼야??,0,10
한심한판사애들.저런놈은사회에악이다풀어놓으면살인하지...그냥사형으로깨끗하게하자범죄자도좋아한다,0,1
판사들이 엉터리들이 많아서 저런것들이 판을 치는 세상이되었네요..,0,11
판례 없으면 제대로 된 판결도 못내리는 무능력 판새들 다 갈아치워라,0,0
저딴것들 제발 사형 좀 시키자. 사형 제도 부활. 명백한건에 대해 왜 집행이 되지 않는거냐.. 검찰이나 판사가 피해자 가족이 되보던가.. 그럼 바뀌나?,0,7
판사의 판결이 참 한심할뿐!! 누나봐도 사람이 죽을수도 있는 상황이고 목적은 성폭행이란게 딱보이는데!! 대한민국법이 개선이없네,0,0
무기징역가자..무서워서 살겠어요? 저런 사람들은 언젠가는 사람 죽여요~ 사람죽고 나면 판사들 잘못이란걸 기억해두시길...우리나라 판사들때문에 죽은사람도 많을듯..,0,4
사형시켜라 판사야 니딸 이 저렇게 당했다고 생각해바라 역지사지 모르는가 사형시켜라,0,0
사람을 만들 때 선(착함)을 전혀 넣지 않고 만들면 저 사건의 피의자가 될거라 생각 했다. 그알 보면서 충격적이었음. 안보신 분은 꼭 찾아서 보세요. 무기징역도 아까운 새끼임. 반드시 사형시켰으면 하는 생각이 들었음.,0,42
무기징역 때려 제발 영구격리 시켜라,0,0
평생무기징역 으로 가야함니다,0,0
아니 피해자 항문 쪽에서 문제가 일어났으면 빼박 우리가 아는 그거 당한건데 왜 그것에 대해 면밀히 검사하고 조사하지 않는걸까...,0,6
설사 성폭행을 안했다해도 피해자의 육체적 정신적 고통은 어떻게 보상받을 수 있나 오히려 피해자는 가해자 출소후를 걱정해야하는 한심한 판결에 개탄을 금치못한다,0,0
이댓글을 보시는 판사분이 계신다면 엄벌(강력처벌)에 처해주세요.. 초범도 아니고 비슷한 전과도 여러건있고 절대로 갱생안될세끼입니다 부디 재판관님 가족이라 생각하시고 엄벌에 처해주세요.. 제2의 피해자가 안생기게 처벌이 약하니 저런것들이 법을 무시하고 저딴 사람 같지도 않은 짓을 하는거 아닙니까.. 피해자는 두발뻗고도 못자고있고 나와서 보복할까봐 걱정하고 살아야합니까..,0,0
판사들이 너무 관대하다... 최고형 선고한다고 위법은 아니다... 판사들만 똑바로 판결해도 예방 효과 있다.,1,5
판결만 할뿐이지 모른다..직접 당사자들이 당해봐야지 그고통을 알지..내가 이여자분의 아빠엿음 똑같이 해준다..고작12년??우습네 ..,0,5
무기징역..가야한다고봅니다 피해자를생각한다면,0,0
"절도죄도 아니고 잔혹한 살인수준의 폭력에 성폭행까지 얼마나 더 잔인해야 판사가 중죄로 여길까요,,, 저새끼 그대로 똑같이 서있고 ufc 챔피언중에 한명이 하이킥 한방 갈려줬음 좋겠다 평생 감옥에서 썪어라 초범도 아닌 전과경력이 많은 저 인간을,,,겨우 12년 참네~",0,0
왜 저런놈들은 종신형 안주나요?? 보석조차 불가능하게 무기징역이 아니라 종신형으로 바꿔주세요 어짜피 사회나와도 또 범죄저지를놈인데 왜 자꾸 사회로 기어나오게 만드나요??,0,0
왜 이렇게까지 국민이 해야만 재판부가 움직이냐 제발 사법부가 좀 상식적이 되었으면....오늘 안그래도 30대 가장 폭행살인한 10대들 감형됐다더만...반성문쓰고 공탁 5천 했다고 기껏 3년이라는게 이해가 안된다,0,0
무기징역 가자ㅠㅠ 무섭다 길거리에 저런 사람이 돌아다닌다고 생각하니까ㅠ,1,0
확실이 반성문은 먼저 없어져야 보면 문제되는 사건을 반성문으로 감형이나 판결을 한다? 판사는 범죄자에서 지켜야할 의무가 있는 거지 만약에 문제생기거나 잘판결를 안했다면 판사는 직무유기라고 본다. 그래서 법원이 있는거지 판사가 있는거지 지금이 평등이라는 말이 되는 사건인가.?,0,2
판사들이 더큰 문제 입니다 범죄자들 똑같은 인간들 입니다 솜방망이 처벌 욕좀 ㅅㅂㅅㄱ,0,1
남자란게 쪽팔린다 동영상을보면 화가머리끝까지 나서 저런인간은 무기징역을 줬음좋겠네요 진심,0,0
전과자가 저런수법으로 고의로 저런짓한거 알고도 반성한다고 8년 감형 시켜준 판사가 뇌가 있다고 봐야하냐?,0,0
무기징역 때려라.민친놈이네.판사들정신차려라.무기도아깝다.중노동시켜라,0,0
무기징역 해야되지 이거는 재판받고 감옥의 형을 받았는데도 나가면 죽인다? 이건 걍 사법부 개무시하는 발언인데. 이런건 처단해야지,0,0
징역 기간의 모든날을 독방에서 지내게했으면 하는 바램.,1,0
검사는 항소 안 한건가?? 정말 무능력하다...,0,0
나오면 죽여????나오긴 뭘 나와! 거기서 계속사고쳐서 형량 늘리고 살아라! 저런걸 법에 잦대로 심판하면 또다른 피해자 나오는거다.,0,0
판사 딸래미가 당하길 천공께 빔니다 ~ 무기징역이다 ~ 판사놈아,0,0
피해자가 무슨죄냐!! 가해자는 범죄 저질러놓고 심신미약이나 감형 주장하고선 형량 적게 받고 보복결심하고 이래서 피해자가 안전할수있는건지 참... 나라꼴 잘 돌아간다,0,0
법원과 판사들은 이렇게 사건이 이슈되고 공론화 되어야 적극적으로 움직이는거 혐오스럽네. 뉴스보도 안된 사건이나 공론화 되지 않은 사건에서도 수많은 피해자들이 속출하고 있다. 차등하지 말고 모든사건을 이사건처럼 다뤄라,1,0
모든 범죄자들의 우두머리 = 판사,0,3
언론이 나서니 이제 뭐되겠다 싶었나보네.. 어이 검사야..판사야 또 범죄자한테 농락당하는 멍청한짓 그만해라.. 정신좀 차리고 단디 좀해라..,0,0
뭔 재감정이야 할 필요 없고 그냥 무기징역으로 해라.,0,0
진즉에 했어야지...하여간....판사 경찰 모두 직무유기 아니냐?하는짓들이 하나같이 왜 다 그러냐?,0,0
무기징역 때려라.. 나와봣자 사회 암적 존재인데 ㅡㅡ,0,0
진짜 저걸 쳐보고도12년 구형해준판사님은 진짜 존경받을만하네 범죄자들한테 ㅎㅎ,0,0
무기징역 입니다 재판부에서는 피해자 위해서,1,0
"신상공개 , 최소 무기징역 이것이 국민 법감정이다.",1,0
일단 신상 공개부터 해야 함! 12년?? 항소 하면 할 수록 형량 낮아 질 거고 법원에 반성문 제출 하면 우리 신 같은 판새님들께서 피해자도 아닌데 용서해주어 또 형량 낮아 질 텐데 시민의 안전은 우리가 직접 지켜야 하니 어떤 놈인지 미리 알아야 하지 않나! 생각 같아서는 저넘 애비 애미 형 누나 동생 등등 직계 가족 신상까지 죄다 공개 해줬으면 하지만 그건 너무 하니 저넘만은 꼭 세상에 공개 되어야 함!,1,0
전과 18범이야 무슨 말이 필요하냐??? 저 쓰레기는 징역 한 2년 나올줄 알았더라구 근데 징역 12년 나오니깐 엄청 억울하다면서 징징 짜드라? 목적은 안봐도 성범죄 목적인데 징역 12년 아니라 최소 징역 40년 나와야되. 갱생 불가능 교화 불가능 사회에 나와봐야 또 범죄 저지를 인간스레기라 보면 됨. 살인미수인데 12년은 애초에 말도 안되 무조건 최소 40년 이상해라. 사형하면 더 좋고,0,1
징역 12년에 추가로 정신병원 20년 되야 한다고 봄 보통 범죄는 원한이나 기타 문제로 대상을 공격하는 경우가 많은데 이 경우는 그냥 불특정 인을 공격한것으로 보임 아무리 봐도 정신 이상자인것 같은데 징역 12년에 정신병원에서 따로 격리시킬 필요가 있다고 생각함 사회에 풀어놓으면 또 다른 범죄를 저지를듯,0,0
판사 딸이 당했다고 생각하면 바로 무기징역 때리겠지요? 입장을 바꾸세요 판사 검사님,1,0
판사 자식이 저렇게 당했어도 똑같이 했을까?,0,0
판사놈들은 업고 갔다는거자체를 왜일까? 강간 으로 출소1개월인 놈 이 왜업고갔나 의심해봐야되는 머리는 없고 그저 법공부만처했나?,0,0
판결을 뭐하나 제대로 하는게 있어야말이지 검찰이나 판새들이나 인맥으로 나라를 다스리니,0,1
이게 나라입니까? 판사 검사 변호사님? 본인 딸 가족들이 당했다고 생각하셔요,0,0
평생 무기징역감이네 죽일인간,0,2
우리나라 판사들이 문재여 이런 미친 범죄 가져다 부칠죄 다부처 처벌 해야 한다 꽁자밥은 안된다 사형시켜라,0,0
중국인 판사가 판결 부탁합니다,0,0
당연한걸 재판부가 움직였다? 참 대한법이 웃기다 저건 징역100년때려라.,1,0
내가 부모였으면 가만히 안있는다 개같은자식 어떻게든 형량 낮게 해서 나오게한다음 가만안두지,0,0
사법부 정신 좀 차리자 약물 판결하는것 같다,0,0
저게 살인미수가 아니면 판사 니딸도 니마누라도 안전하지 않을거란걸 알아야한다.,0,0
재판부는 내 딸이라고 생각해봐라 어떤 느낌이 드는지…무기징역도 아깝다,1,1
12년이라니 말도 안된다 지금 수용소가 부족해서 계속 형량이 이모양인거냐?,0,0
저 형벌 받고 나오면 최종 판결 내린 판사 집에서 판사 마누라랑 판사 딸이랑 같이 형량의 반 정도 지내게 하자,1,0
어떤놈이 칼을 구입해서 살인을 하려고 돌아다니다가 내가 걸려서 머리 잡고 목을 찌르는걸 순간적으로 잡아서 다행이 턱에 찔리면서 제압은 했는데 25바늘 꿰매고 그놈은 살인미수 초범 이라고 3년형 받더라 나는 정말 힘들게 살아남았는데 판사가 계속 살인 성공하고 오라고 기회를 주는게 이정도면 공범 수준 아니냐??,0,1
아니 전과18범이 저러고 다니는데 징역 20년이상 무기는 선고했어야지! 살인미수급인데! CCTV에 정확히 찍혔는데도 모자이크 처리하는 한국 클라스 보소! 참 이런건 이해못할 나라임!,0,0
판사 검사는 암기만 잘하는 바보들이냐? 전과 18범이 왜 쳐 돌아다니고...상식적으로 저놈이 저 여자 왜 기절 시켰겠냐! 강간전과도 있는 놈이,0,0
참 빨리도 움직인다 저게 언제적 일어났던 사건인데ㅋㅋㅋ 판사들 갈아치우지 않는 이상 아무리 형벌 올리고 법 바꿔봤자 소용 없음,0,1
재판부 어떻게 움직였는데 그냥 감형 그게 움직이는거냐 사형선고 때려야 정상이지,0,0
무기징역 하고 얼굴 공개 해 주세요 제발 부탁합니다,1,0
상식적으로 12년이 말이된다고 생각하나 판사들은,1,0
최소 가석방 없는 무기징역은 나와야 정상 아닌가,0,0
저런 동물은 무기징역을 때려야지 어휴 노답 한국 법,0,0
아니 저딴거를 보고도 12년준 공정하고 공평하고 훌룡하신 판사 나으리는 지들 가족이 저렇게 당해도 그리 구형할지 궁금합니다만?,0,0
징역 최소 7년은 살려야됨~이살기 좋은 세상에 빵에가면 우라통 터질껄,1,0
소년원들락거리고 이미 전과 18범인데 범행을 생활처럼 저지르는데 피해자가 판사의 딸이 아니라서 징역 12년형만 선고받네요 판사님들 제가 아는데 음주했다면 심신미약으로 감형해서 6년만줬을거죠? 당신들 딸이였담 무기징역확정인데,0,0
12년뒤에 기어나와서 칼들고 설칠거다. 그때또 피해자가 생기겠지. 소잃고 외양간 고치지말고 그냥 무기징역으로 올려라,0,0
"어차피 검사 구형 무시하고, 판사가 10-20년 맘대로 줄거면서 뒤졌어도 유가족은 탄원서 노가다 뛰는게 대한민국 법치 실체지..",0,0
"무방비 상태에서 뒷통수를 성인남자가 밝차기…. 미쳤다 거의 전달되는 힘이 1000kg 일텐데 징역 20년 하자,, 거부하면 태형 1000대 맞고 살면 10년 감형 ㄱ",0,0
감형해준 판사 신상 공개하라,1,0
저거 무방비로 발차기 잘못맞으면 죽을수도 있고 불구될수도있고 정말 징역 30년때러라,0,0
18범인데 1범씩 늘어날때마다 1년씩 징역늘려야지 범죄12년에 18년 추가니까 30년적당하네,0,0
판사가 그동안 놀구처먹었다 이제 일하는척 하네~~~,0,0
야 임마 판검사 들을 후려까라!,0,0
이게 언제적 이야기인데 아직 형량도 안나왔어? 상해 4년 + 강x 10년 + 살인미수 6년 = 도합 최소 20년은 나와야지. 하긴 사법부는 범죄자를 위한 기관이니 이렇게 나오기는 힘들겠지,1,0
13년?만약 저여자가 일반 남자라고 치면 추성훈 정도 사람 한테 무방비에서 뒤에 머리를 얻어 맞고 몇번씩 밟힌거나 같은 거일듯... 저렇게 뒤에서 강하게 가격하고 넘어진사람 머리를 죽어라 밟았는데...?.어이 없는 판결.저게 바로 사람 죽일려고 하는 짓 이지..,0,0
국민정서를 반영하는 판결 좀 해라,0,0
판사 지딸이 묻지마폭행 당하면 12년줄까? 진짜 혜자네 12년뒤면 살해도해도되겠네 10년줄꺼자나,0,1
자기 가족과 남의 가족은 틀리다..판사 마인드 ???,0,0
무기징역주면 범죄는 좀 줄지않을까,0,0
악마판사처럼 부디 독방감금 120년형 때려주게요.,0,0
판사를 ai로 바꿔야 하는 이유,0,1
저게 추가 심리가 필요 하나요 전과 있는 사람이 한 여성의 일생을 거의 망칠 정도로 해 놓았는데 그냥 초딩들도 판결 12년은 안 내놓겠네 재판부 가족이 당했어도 12년 일까.....?,0,0
살인미수 강간미수인데 형량이 저거밖에 안되는거 자체가 문제,1,0
살인 미수가 아니라 성폭행으로 몰고 가서 형량 낮추려는 의도 아닌가?,1,0
무기징역 또는 사형시키지말고 악어밥으로 주는건어떨까,0,0
돌려차기 한방에 징역 12년이라. 중국은 그런정도는 처벌도 안하던데,0,0
가석방 없는 무기징역이지 저건,0,0
무기징역 가자 이런거사회나오면안된다!,0,0
판사가 저 범죄사 사촌이라서 죄가 적게해서 빼내줌,0,1
담당 판사가 범인 못지 않게 싫다,0,0
징역 10년에 팔다리 짤라라,1,1
술취해 시비 붙은 가장 때려죽인 고딩들 4년 2년에서 3년몇 1년몇으로 감형 받았다는데.. 살인미수는 16년..살인은 4년... 골대리는 판결이다.,0,1
판사가자기을아니라고 강건너불구경하듯하는거지,0,0
신상공개좀 하자 어차피 징역 몇년 때리고 사회에 방생시킬거자나 불안해서 원,0,0
12년 때린 판사신상공개좀 ᆢ,1,0
"이런영상에 늘 달리는 댓글보면 검판사 등 사법부를 욕하는데 현실적으로 사법부는 형량관련하여서는 힘이없습니다. 현행법 자체가 물러터져서 법적 최고형 조차도 너무 낮으며 이또한 판례가 쌓여서 마음대로 때리지도 못합니다. 예를 들면 가해자가 반성한다고하면 반드시 판사는 이를 고려해야하며 안그럴시엔 항소때 번복되며, 양형기준을 무시하는것 자체가 위법행위입니다. 현실적으로 판사는 공식에 대입하듯 a 상황에서 b 죄가 있으면 반드시 c의 처벌을 내려야만합니다. 이것이 판례이며 같은 죄에대해 다른 처벌을 못하는 ""법의 공정성"" 때문에 안지킬수도 없는거죠. 결국 이 공식 자체가 잘못된건데 이걸 고칠 수 있는건 오직 입법부인 국회입니다. 정말 분노하고 욕해야할 대상은 사법부가 아닌 입법부 즉, 국.회.입니다. 지금 현 대한민국에서 가장 이슈가되는 음주관련 범죄, 마약, 금전사기, 촉법, 성범죄 등 이런걸 뜯어고치는 유일한 방법은 국회위원들이 법을 개정하거나 새로운 법을 입법하는 방법 밖에 없습니다. 법적 최고형 자체가 낮거나 제한이 있으면 (예: 10년이하의 징역) 아무리 많이 선고해야 저 기준+판례에 따라 더 낮게 나올수밖에 없죠. 그런데 만약 동일한 범죄관하여 법을 바꿔서 ""10년 이상의 징역""이나 ""50년이하의 징역"" 등과 같이 바꾸면 판사는 이 기준 또한 준수해야하기에 실질적인 효과가 있을겁니다. 여태까지 사법부욕하니까 국회에서도 뒷짐지고 있었는데, 이제는 우리손으로 뽑은 국회위원들이 사회가 분노하고 있다는것을 알리고 더 안전한 사회를 위해 일하게 만들어야합니다!",0,0
재판장 자녀도 곧 저렇게될듯,0,0
사람이 죽기 직전까지 갔는데 12년ㅋㅋㅋ피해자가 죽어야만 무기징역 되려나싶네,0,0
검사가 성범죄 기소 안한건가요? 검사가?? 약먹음???,0,0
흉기던져 남친 죽인 여자는 징역 4년에도 못본척하더니 돌려차기 12년에 움직이는 감성공화국 대단함,0,0
감형없는 감옥 독방으로 3년만 다녀오면 ^_^ 될 듯 한데,1,0
12년 선고? 에라이 형량이 너무낮잖아,1,0
항여간 민주당 판사 놈들이 문제다 !,0,0
여기서 또 십년이하로 판결나기만해바,0,0
살인 미수가 12년 ㅋㅋㅋ 판사를 살인 미수 하면 12년 개꿀인데,1,0
판사.. 돌려차기 맞아볼래?,1,0
아니 성폭행얘긴왜나오는거지 무슨피해자가 불구가된것도아니고 죽은것도아니잖아 바늘도둑을 소도둑으로만드는 대중의마녀사냥 판사도미친거지 사람때렸다고 10년을넘게살수가있나 과실치사보다훨씬무겁게때리네,0,0
그냥살인미수로 그게 형량이더높다,0,0
처음부터 잘하지 12년 때리고 감형했다가 언론분위기 보고 다시 검토?ㅋㅋㅋ 쓰레기 나라 맞네 버치 스미스 승,0,1
저런 반성문과 저런 판례들을 모아서 제출할 수 있도록만든 법체계와 판사들의 판결에 너무나도 큰 문제가 있다고 생각해요...제발 죄에 상응하는 죗값을 받을 수 있는 나라가 됬으면합니다,0,154
"과거18범이 될 동안 반성한다며 판사들이 한결같이 형량을 1/3씩 줄여주었던 결과가 지금의 결과가 되었고 그동안 감형 내렸던 판사들중 단1명이라도 계속 감형내렸음에도 계속 반복되었다는것을 확인, 인지해서 감형을 내리지 않았던 분이 없었다는게 안타깝습니다. 이번에도 또 감형을 내린게 정말 화가납니다.",1,572
제발 사형이 없으면 절대 감형이나 석방없는 종신형 선고 확실히 해줬으면...어찌 피해자가 겁에 질려야하고 범죄자가 저리 당당할 수 있는지.. 인권이 필요없는 인간도 존재한다.,0,17
반성문 제도 없애야합니다. 가해자가 피해자 아닌 판사한테 왜 용서를 구해요??? 저 반성문을 피해자에게 전달해주는것도 아니잖아요,1,439
반성의 기미없이 자신의 억울함만 호소하는 뻔뻔하고 괘씸한 죄로 항소하거나 저런 불평할 때마다 형량을 10년씩 늘었으면 좋겠다!!,0,200
ㅋㅋ 우리 판사님들 수준 알만하다. ㅋㅋ 저 반성문을 읽고 넘어갔구만 똑독한 판사님들 우리 국민들의 눈물은 안보이고 저 똑똑한 범죄자를 감형해 주신 판사님 정말 인간적으로 좃경합니다.,0,309
말도 안되는 판결을 내리는 판사도 감시하는 기관이 필요합니다......,1,106
반성문이야 말로 국민적 공감대와 여론의 눈치를 보면서 판단해야하는 영역 아닙니까 판사님? 뭐 공정한 잣대를 중요시 한다면서 반성문까지 쳐 읽고 계십니까 그런게 어떻게 공정한거에요 반성문이야말로 이성이 아닌 감성의 영역이고 여론의 향방을 쫓아 판단해야 하는 부분인것을 공정함를 내세우시는 분들이 감성적 판단영역인 반성문을 검토하고 김형들을 쳐 하고 계시니 웃기는 일이 따로 없네요 참,0,263
"이런 어처구니 없는 태도를 보고도 그런 솜방망이 처벌을 내려 준 최환 판사 이놈도 정말로 대단한 놈이다. 감형 사유도 이놈의 ""불우한 성장 환경""이라더구만. 조두순도 나이 많아서 수감생활 어렵다는 이유로 그런 어처구니 없는 형량 내렸었지. 정말 이 나라의 법은 누가 만들어 놓은 것인지 한심하다 못해 정말로 놀랍다, 놀라워.",0,101
판사님이 어떤 실수를 한 건지 직접 보세요.. 법과 상식이 무너진 사회에 무슨 미래가 있겠어요,1,308
상고때 형량 올라갔으면 좋겠다,1,113
판사가 죄를 감면해주는이유는 판사가 자비롭기 때문이 아니라 흉악한자를 무서워 하는 겁장이라서 그렇다,1,66
판사님들이 검사가 구형(수정)한 형량 1/3 이상 팍팍 감형 해주는 감동적인 반성문들인데? 뻔뻔하다니요? 진실로 자기 죄를 인정하고 반성하면 뻔뻔하다며 판사님들이 괘심(수정)하다고 더 형량 높인다는 풍문이 있더만요~~~,0,237
반성문을 피해자가아닌 판사가 받는 유일무이란 역대급 나라 ㅋㅋ,0,27
이정도면 판사들 AI도입이 시급하다고 본다.,1,23
저 모든 사건은 가해자가 만든 겁니다..왜 피해자가 감당을 해야하나요..ㅠㅠ가해자가 감당을 할수있게 처벌을 내려주세요!!판사님ㅠㅠ,1,2
그런데 더 웃긴것은 저따위로 작성한 반성문이 먹힌다는 사실~~^^ 판사님은 반성문를 아주 좋아해요,0,22
진짜 이 쯤 되니 판사라는 사람의 생각도 궁금하네..;;,1,3
자기 잘못은 하나도 없고 지 형량만 많다구 ...어이없다 아직도 반성하고 미안한 맘 1도 없는 인간이네,0,232
재대로된 반성이 나올때까지 형량을 더 올렸으면 좋겠다,1,45
"저런 쓰레기가 같은 국민이라고 말하는 순간, 판사는 동질감과 연민을 느끼며, 반성문에 눈물을 흘리고 감동 받으셔서, 감형을 밥 먹듯이 하면서, 오늘도 자기의 자리에서 피해자를 무시한 판결에 힘을 쏟는 하루를 보내고 있겠구만.....참..",0,4
